// Reference=MNI
// arnoldussen2006nc
// Subjects=11
13.807	-46.707	33.481
53.986	-38.108	50.253
-41.695	18.753	27.514
53.661	-4.812	-6.399
-24.658	-78.872	-6.092
34.924	-87.221	-2.396
4.227	-31.767	44.494
64.289	-37.614	14.407
-37.452	-59.209	-8.040
-44.843	-11.993	-5.112
37.666	-61.768	-10.695
18.242	-65.559	32.892

// arnoldussen2006rm
// Subjects=11
-27.594	-71.719	-9.669
1.117	-36.844	41.052
-38.666	13.330	30.053
58.235	-37.692	33.219
62.480	-35.127	16.450
26.376	-75.297	-11.215
15.464	-91.296	-5.176
37.477	-87.757	-4.053
-0.957	39.244	38.375
39.276	-50.604	-19.233
2.931	10.768	-9.577

// backes2002
// Subjects=8
-43.940	19.247	-14.099
-39.564	37.905	6.590
-47.845	7.673	29.294
39.764	12.428	27.889
-0.686	16.013	50.357
36.005	-65.733	63.483
-39.190	-98.814	0.208
22.863	-99.872	8.506

// balsamo2002
// Subjects=11
-52.168	-38.991	4.262
-62.926	-24.422	0.934
-63.031	-10.133	-6.955
67.395	-15.353	-3.554
54.708	-38.179	5.197
63.273	-37.957	7.310
-7.108	-104.966	0.356
-30.575	-102.478	7.108
-11.218	-107.680	20.704
16.558	-105.398	20.194
27.145	-106.362	6.771
35.579	-98.708	-5.120
-60.762	-59.275	-9.551
26.884	-87.099	-19.376
35.360	-76.816	-24.797
48.160	-65.994	-23.621
-7.279	-36.436	5.763
3.351	-80.895	-19.626
-37.415	-47.644	-26.407
7.219	64.308	-14.005
-3.483	64.073	-16.092
26.445	62.138	-16.274
-43.649	-72.204	-13.124
56.416	12.305	-30.282
-22.669	64.472	-9.214
-52.110	18.736	35.107

// balsamo2006
// Subjects=23
-41.434	7.712	29.218
-56.483	22.083	23.724
-43.981	21.020	-18.708
-0.700	29.044	53.725
-7.281	51.412	40.773
-7.314	51.069	36.341
-60.801	-48.700	-10.437
-35.292	-30.199	-21.203
-48.012	-57.768	-18.745

// bauer2017
// Subjects=14
39.000	-64.000	-26.000
-6.000	8.000	64.000
-33.000	-67.000	46.000
-21.000	-31.000	-2.000
-6.000	-28.000	28.000
-9.000	47.000	-23.000
33.000	26.000	1.000
-9.000	-13.000	13.000
51.000	-58.000	46.000
33.000	26.000	34.000
66.000	-40.000	1.000
24.000	-25.000	-5.000

// berl2014
// Subjects=57
-48.000	28.000	8.000
-52.000	34.000	-6.000
-44.000	16.000	26.000
-44.000	8.000	34.000
-52.000	14.000	-4.000
-36.000	-50.000	-20.000
0.000	18.000	46.000
32.000	-62.000	-24.000
-4.000	14.000	52.000
36.000	28.000	-8.000
54.000	-26.000	4.000
50.000	22.000	24.000
-10.000	2.000	16.000
-6.000	-12.000	10.000
10.000	8.000	12.000

// brauer2007
// Subjects=12
-46.156	17.321	-25.064
-49.239	11.985	-11.198
-61.855	-9.013	7.435
-45.974	-3.857	-9.907
-45.803	-15.261	7.775
-55.264	-43.355	16.931
-42.403	-39.592	23.159
-49.153	9.584	-0.961
-42.740	16.223	1.754
-33.197	15.510	-8.333
-36.267	13.604	8.590
-58.359	-52.120	27.738
-3.997	25.882	40.646
-20.216	0.754	6.138
-32.864	9.077	32.350
56.564	9.446	-12.201
63.061	0.482	-4.832
50.213	0.148	-8.003
53.528	-15.180	-0.064
37.597	-20.849	10.631
63.242	-27.297	7.532
12.078	6.688	38.726
5.778	-71.283	21.918
11.672	-63.438	-42.374

// gaillard2001
// Subjects=9
-21.092	-91.732	-6.169
-49.928	13.718	38.848
-56.520	-34.329	-3.885
-53.552	29.135	-9.241

// gaillard2003
// Subjects=16
-0.685	20.414	52.219
-45.699	14.373	33.169
-58.868	15.099	-11.349
-12.033	59.621	-17.851
37.290	24.306	-10.995
-17.769	-106.974	2.877
-11.703	3.720	2.446
20.701	-102.342	4.277
-0.832	-22.852	15.701
11.814	1.746	2.341
-53.767	-72.958	60.659
-2.868	41.892	54.903
-56.769	38.889	-6.677

// horowitzkraus2015
// Subjects=23
34.000	-70.000	36.000
2.000	-62.000	40.000
6.000	52.000	42.000
44.000	-54.000	30.000
52.000	-52.000	2.000
30.000	-48.000	46.000
20.000	-50.000	-4.000
2.000	32.000	38.000
44.000	-64.000	6.000
48.000	28.000	14.000
22.000	-32.000	-10.000
38.000	4.000	32.000
34.000	-50.000	-10.000
46.000	-50.000	-8.000
44.000	16.000	24.000
32.000	-66.000	-6.000
-24.000	-68.000	44.000
0.000	28.000	50.000
-38.000	14.000	42.000
-38.000	2.000	34.000
-30.000	-52.000	46.000
-40.000	-56.000	32.000
-42.000	16.000	22.000
-22.000	-34.000	-8.000
-32.000	18.000	0.000
-40.000	22.000	4.000
-38.000	-52.000	-6.000
-38.000	-52.000	14.000

// krishnan2015
// Subjects=37
-6.000	-102.000	10.000
-8.000	16.000	46.000
44.000	-10.000	38.000
40.000	16.000	6.000
58.000	12.000	-6.000

// krishnan2021
// Subjects=67
-6.000	28.000	30.000
12.000	28.000	36.000
38.000	22.000	-6.000
-4.000	18.000	48.000
-32.000	24.000	-4.000
-50.000	-6.000	24.000
-48.000	-12.000	36.000
58.000	-2.000	20.000
48.000	-6.000	32.000
30.000	-4.000	-36.000
14.000	-18.000	0.000
12.000	-24.000	-12.000
-12.000	-26.000	-12.000
42.000	-22.000	10.000
54.000	-28.000	4.000
-56.000	-42.000	10.000
32.000	-64.000	-50.000
20.000	-76.000	-42.000
40.000	-74.000	-12.000
-34.000	-88.000	-10.000
-32.000	-90.000	-4.000
32.000	-92.000	-4.000

// meyler2008
// Subjects=12
-20.000	-100.000	-8.000
0.000	12.000	54.000
18.000	-100.000	-6.000
22.000	-82.000	-28.000
-36.000	-14.000	62.000
-46.000	20.000	2.000
-56.000	18.000	22.000
-34.000	-4.000	52.000
4.000	-70.000	-22.000
-20.000	-32.000	0.000
-36.000	-26.000	52.000
-8.000	-60.000	-18.000
16.000	-2.000	32.000

// mooreparks2010
// Subjects=23
-52.176	-32.475	5.946
61.049	-14.706	5.386
-7.267	-12.145	17.108
